package,in_degree,out_degree,betweenness,is_topN
@7nohe/openapi-react-query-codegen,0,1,0.000000,True
@ag-grid-community/react,0,1,0.000000,True
@ai-sdk/provider-utils,1,0,0.000000,False
@ai-sdk/react,1,4,0.000000,True
@alcalzone/ansi-tokenize,1,0,0.000000,False
@algolia/autocomplete-core,1,0,0.000000,False
@amplitude/analytics-core,1,0,0.000000,False
@amplitude/analytics-react-native,0,4,0.000000,True
@amplitude/ua-parser-js,1,0,0.000000,False
@ant-design/fast-color,1,0,0.000000,False
@ant-design/react-slick,0,5,0.000000,True
@apollo/client,5,0,0.000000,False
@apollo/react-common,1,2,0.000000,True
@apollo/react-components,1,1,0.000000,True
@apollo/react-hoc,1,1,0.000000,True
@apollo/react-hooks,1,1,0.000000,True
@apollo/react-ssr,1,1,0.000000,True
@apollo/react-testing,0,1,0.000000,True
@ariakit/core,1,0,0.000000,False
@ariakit/react,0,1,0.000000,True
@ariakit/react-core,1,3,0.000000,True
@ark-ui/react,1,0,0.000000,False
@assistant-ui/react,0,17,0.000000,True
@assistant-ui/react-markdown,0,5,0.000000,True
@assistant-ui/tap,1,0,0.000000,False
@astrojs/react,0,3,0.000000,True
@asyncapi/avro-schema-parser,1,0,0.000000,False
@asyncapi/generator-react-sdk,0,10,0.000000,True
@asyncapi/openapi-schema-parser,1,0,0.000000,False
@asyncapi/parser,2,0,0.000000,False
@asyncapi/protobuf-schema-parser,1,0,0.000000,False
@asyncapi/react-component,0,10,0.000000,True
@atlaskit/pragmatic-drag-and-drop,1,0,0.000000,False
@atlaskit/pragmatic-drag-and-drop-react-beautiful-dnd-migration,1,0,0.000000,False
@auth0/auth0-react,0,1,0.000000,True
@auth0/auth0-spa-js,2,0,0.000000,False
@aws-amplify/ui,2,0,0.000000,False
@aws-amplify/ui-react,0,9,0.000000,True
@aws-amplify/ui-react-core,1,5,0.000000,True
@azure/msal-react,0,0,0.000000,True
@babel/code-frame,1,0,0.000000,False
@babel/core,17,0,0.000000,False
@babel/eslint-parser,3,0,0.000000,False
@babel/generator,3,0,0.000000,False
@babel/helper-annotate-as-pure,3,0,0.000000,False
@babel/helper-builder-react-jsx,0,2,0.000000,True
@babel/helper-module-imports,2,0,0.000000,False
@babel/helper-plugin-utils,4,0,0.000000,False
@babel/helper-validator-option,1,0,0.000000,False
@babel/parser,6,0,0.000000,False
@babel/plugin-proposal-class-properties,1,0,0.000000,False
@babel/plugin-proposal-decorators,1,0,0.000000,False
@babel/plugin-proposal-export-default-from,1,0,0.000000,False
@babel/plugin-proposal-nullish-coalescing-operator,1,0,0.000000,False
@babel/plugin-proposal-numeric-separator,1,0,0.000000,False
@babel/plugin-proposal-optional-chaining,1,0,0.000000,False
@babel/plugin-proposal-private-methods,2,0,0.000000,False
@babel/plugin-proposal-private-property-in-object,1,0,0.000000,False
@babel/plugin-syntax-dynamic-import,1,0,0.000000,False
@babel/plugin-syntax-export-default-from,1,0,0.000000,False
@babel/plugin-syntax-jsx,2,0,0.000000,False
@babel/plugin-syntax-nullish-coalescing-operator,1,0,0.000000,False
@babel/plugin-syntax-optional-chaining,1,0,0.000000,False
@babel/plugin-transform-arrow-functions,2,0,0.000000,False
@babel/plugin-transform-async-generator-functions,1,0,0.000000,False
@babel/plugin-transform-async-to-generator,1,0,0.000000,False
@babel/plugin-transform-block-scoping,1,0,0.000000,False
@babel/plugin-transform-class-properties,2,0,0.000000,False
@babel/plugin-transform-classes,2,0,0.000000,False
@babel/plugin-transform-computed-properties,1,0,0.000000,False
@babel/plugin-transform-destructuring,1,0,0.000000,False
@babel/plugin-transform-flow-strip-types,3,0,0.000000,False
@babel/plugin-transform-for-of,1,0,0.000000,False
@babel/plugin-transform-function-name,1,0,0.000000,False
@babel/plugin-transform-literals,1,0,0.000000,False
@babel/plugin-transform-logical-assignment-operators,1,0,0.000000,False
@babel/plugin-transform-modules-commonjs,1,0,0.000000,False
@babel/plugin-transform-named-capturing-groups-regex,1,0,0.000000,False
@babel/plugin-transform-nullish-coalescing-operator,2,0,0.000000,False
@babel/plugin-transform-numeric-separator,1,0,0.000000,False
@babel/plugin-transform-object-rest-spread,1,0,0.000000,False
@babel/plugin-transform-optional-catch-binding,1,0,0.000000,False
@babel/plugin-transform-optional-chaining,2,0,0.000000,False
@babel/plugin-transform-parameters,1,0,0.000000,False
@babel/plugin-transform-private-methods,1,0,0.000000,False
@babel/plugin-transform-private-property-in-object,1,0,0.000000,False
@babel/plugin-transform-react-constant-elements,0,1,0.000000,True
@babel/plugin-transform-react-display-name,3,0,0.000000,False
@babel/plugin-transform-react-jsx,3,5,0.000000,True
@babel/plugin-transform-react-jsx-development,1,1,0.000000,True
@babel/plugin-transform-react-jsx-self,2,0,0.000000,False
@babel/plugin-transform-react-jsx-source,2,0,0.000000,False
@babel/plugin-transform-react-pure-annotations,1,2,0.000000,True
@babel/plugin-transform-regenerator,1,0,0.000000,False
@babel/plugin-transform-runtime,2,0,0.000000,False
@babel/plugin-transform-shorthand-properties,2,0,0.000000,False
@babel/plugin-transform-spread,1,0,0.000000,False
@babel/plugin-transform-sticky-regex,1,0,0.000000,False
@babel/plugin-transform-strict-mode,1,0,0.000000,False
@babel/plugin-transform-template-literals,1,0,0.000000,False
@babel/plugin-transform-typescript,1,0,0.000000,False
@babel/plugin-transform-unicode-regex,2,0,0.000000,False
@babel/preset-env,4,0,0.000000,False
@babel/preset-react,5,6,0.000000,True
@babel/preset-typescript,4,0,0.000000,False
@babel/runtime,83,0,0.000000,False
@babel/template,1,0,0.000000,False
@babel/traverse,5,0,0.000000,False
@babel/types,8,0,0.000000,False
@bkrem/react-transition-group,1,0,0.000000,False
@braintree/sanitize-url,2,0,0.000000,False
@braze/react-native-sdk,0,0,0.000000,True
@bugsnag/plugin-react,0,0,0.000000,True
@callstack/react-theme-provider,2,2,0.000000,True
@carbon/feature-flags,1,0,0.000000,False
@carbon/icons-react,1,0,0.000000,False
@carbon/layout,1,0,0.000000,False
@carbon/react,0,18,0.000000,True
@carbon/styles,1,0,0.000000,False
@carbon/utilities,1,0,0.000000,False
@casl/react,0,0,0.000000,True
@chakra-ui/event-utils,1,0,0.000000,False
@chakra-ui/react,0,7,0.000000,True
@chakra-ui/react-use-callback-ref,1,0,0.000000,False
@chakra-ui/react-use-latest-ref,1,0,0.000000,False
@chakra-ui/react-use-pan-event,0,3,0.000000,True
@chakra-ui/react-use-previous,0,0,0.000000,True
@chakra-ui/react-use-timeout,0,1,0.000000,True
@chakra-ui/react-utils,0,1,0.000000,True
@chakra-ui/utils,1,0,0.000000,False
@clack/core,1,0,0.000000,False
@clack/prompts,1,0,0.000000,False
@clerk/clerk-react,0,2,0.000000,True
@clerk/shared,1,0,0.000000,False
@cloudinary/html,1,0,0.000000,False
@cloudinary/react,0,1,0.000000,True
@codemirror/commands,1,0,0.000000,False
@codemirror/state,1,0,0.000000,False
@codemirror/theme-one-dark,1,0,0.000000,False
@concordance/react,0,1,0.000000,True
@conform-to/dom,1,0,0.000000,False
@conform-to/react,0,1,0.000000,True
@coreui/chartjs,1,0,0.000000,False
@coreui/icons-react,0,0,0.000000,True
@coreui/react-chartjs,0,2,0.000000,True
@cubejs-client/core,1,0,0.000000,False
@cubejs-client/react,0,4,0.000000,True
@cyntler/react-doc-viewer,0,8,0.000000,True
@cypress/react,0,0,0.000000,True
@datadog/browser-core,1,0,0.000000,False
@datadog/browser-rum-core,1,0,0.000000,False
@datadog/browser-rum-react,0,2,0.000000,True
@date-fns/tz,1,0,0.000000,False
@datepicker-react/hooks,0,1,0.000000,True
@deck.gl/react,0,0,0.000000,True
@descope/access-key-management-widget,1,0,0.000000,False
@descope/applications-portal-widget,1,0,0.000000,False
@descope/audit-management-widget,1,0,0.000000,False
@descope/core-js-sdk,1,0,0.000000,False
@descope/react-sdk,0,11,0.000000,True
@descope/role-management-widget,1,0,0.000000,False
@descope/sdk-helpers,1,0,0.000000,False
@descope/tenant-profile-widget,1,0,0.000000,False
@descope/user-management-widget,1,0,0.000000,False
@descope/user-profile-widget,1,0,0.000000,False
@descope/web-component,1,0,0.000000,False
@descope/web-js-sdk,1,0,0.000000,False
@didomi/react,0,1,0.000000,True
@docsearch/core,1,0,0.000000,False
@docsearch/css,1,0,0.000000,False
@docsearch/react,0,8,0.000000,True
@edsdk/n1ed-react,0,3,0.000000,True
@egjs/hammerjs,1,0,0.000000,False
@elevenlabs/client,1,0,0.000000,False
@elevenlabs/react,0,1,0.000000,True
@emotion/babel-plugin,1,0,0.000000,False
@emotion/cache,2,0,0.000000,False
@emotion/core,1,0,0.000000,False
@emotion/css,1,0,0.000000,False
@emotion/is-prop-valid,2,0,0.000000,False
@emotion/react,1,8,0.000000,True
@emotion/serialize,3,0,0.000000,False
@emotion/styled,2,0,0.000000,False
@emotion/use-insertion-effect-with-fallbacks,2,0,0.000000,False
@emotion/utils,3,0,0.000000,False
@emotion/weak-memoize,1,0,0.000000,False
@eslint-react/ast,2,0,0.000000,False
@eslint-react/core,2,0,0.000000,False
@eslint-react/eff,2,0,0.000000,False
@eslint-react/shared,2,0,0.000000,False
@eslint-react/var,2,0,0.000000,False
@expo/react-native-action-sheet,0,2,0.000000,True
@figspec/components,1,0,0.000000,False
@figspec/react,0,2,0.000000,True
@flatfile/api,1,0,0.000000,False
@flatfile/cross-env-config,1,0,0.000000,False
@flatfile/embedded-utils,1,0,0.000000,False
@flatfile/listener,1,0,0.000000,False
@flatfile/plugin-record-hook,1,0,0.000000,False
@flatfile/react,0,7,0.000000,True
@flmngr/flmngr-react,0,1,0.000000,True
@floating-ui/core,2,0,0.000000,False
@floating-ui/dom,3,0,0.000000,False
@floating-ui/react,7,3,0.000000,True
@floating-ui/react-dom,3,1,0.000000,True
@floating-ui/react-native,0,1,0.000000,True
@floating-ui/utils,1,0,0.000000,False
@fluentui/date-time-utilities,1,0,0.000000,False
@fluentui/font-icons-mdl2,1,0,0.000000,False
@fluentui/foundation-legacy,1,0,0.000000,False
@fluentui/keyboard-keys,12,0,0.000000,False
@fluentui/merge-styles,1,0,0.000000,False
@fluentui/priority-overflow,1,0,0.000000,False
@fluentui/react,0,14,0.000000,True
@fluentui/react-accordion,1,0,0.000000,False
@fluentui/react-alert,1,0,0.000000,False
@fluentui/react-aria,9,6,0.000000,True
@fluentui/react-avatar,4,0,0.000000,False
@fluentui/react-badge,2,7,0.000000,True
@fluentui/react-breadcrumb,1,11,0.000000,True
@fluentui/react-button,6,10,0.000000,True
@fluentui/react-card,1,9,0.000000,True
@fluentui/react-carousel,1,0,0.000000,False
@fluentui/react-checkbox,4,0,0.000000,False
@fluentui/react-color-picker,1,0,0.000000,False
@fluentui/react-combobox,1,14,0.000000,True
@fluentui/react-component-event-listener,1,0,0.000000,False
@fluentui/react-component-ref,1,0,0.000000,False
@fluentui/react-components,0,62,0.000000,True
@fluentui/react-context-selector,11,2,0.000000,True
@fluentui/react-dialog,2,14,0.000000,True
@fluentui/react-divider,3,0,0.000000,False
@fluentui/react-drawer,2,11,0.000000,True
@fluentui/react-field,8,0,0.000000,False
@fluentui/react-focus,1,0,0.000000,False
@fluentui/react-hooks,1,4,0.000000,True
@fluentui/react-icons,15,0,0.000000,False
@fluentui/react-image,1,6,0.000000,True
@fluentui/react-infobutton,1,9,0.000000,True
@fluentui/react-infolabel,1,0,0.000000,False
@fluentui/react-input,1,7,0.000000,True
@fluentui/react-jsx-runtime,29,0,0.000000,False
@fluentui/react-label,4,6,0.000000,True
@fluentui/react-link,2,8,0.000000,True
@fluentui/react-list,1,10,0.000000,True
@fluentui/react-menu,1,0,0.000000,False
@fluentui/react-message-bar,1,0,0.000000,False
@fluentui/react-motion,5,0,0.000000,False
@fluentui/react-motion-components-preview,4,0,0.000000,False
@fluentui/react-nav,1,16,0.000000,True
@fluentui/react-overflow,1,6,0.000000,True
@fluentui/react-persona,1,8,0.000000,True
@fluentui/react-popover,3,0,0.000000,False
@fluentui/react-portal,5,0,0.000000,False
@fluentui/react-portal-compat-context,1,1,0.000002,True
@fluentui/react-positioning,3,0,0.000000,False
@fluentui/react-progress,1,0,0.000000,False
@fluentui/react-provider,1,9,0.000000,True
@fluentui/react-radio,4,0,0.000000,False
@fluentui/react-rating,1,0,0.000000,False
@fluentui/react-search,1,0,0.000000,False
@fluentui/react-select,1,8,0.000000,True
@fluentui/react-shared-contexts,30,0,0.000000,False
@fluentui/react-skeleton,1,0,0.000000,False
@fluentui/react-slider,1,8,0.000000,True
@fluentui/react-spinbutton,1,9,0.000000,True
@fluentui/react-spinner,1,7,0.000000,True
@fluentui/react-swatch-picker,1,10,0.000000,True
@fluentui/react-switch,1,10,0.000000,True
@fluentui/react-table,1,14,0.000000,True
@fluentui/react-tabs,1,8,0.000000,True
@fluentui/react-tabster,22,0,0.000000,False
@fluentui/react-tag-picker,1,0,0.000000,False
@fluentui/react-tags,1,0,0.000000,False
@fluentui/react-teaching-popover,1,13,0.000000,True
@fluentui/react-text,2,0,0.000000,False
@fluentui/react-textarea,1,0,0.000000,False
@fluentui/react-theme,30,0,0.000000,False
@fluentui/react-toast,1,0,0.000000,False
@fluentui/react-toolbar,1,11,0.000000,True
@fluentui/react-tooltip,2,10,0.000000,True
@fluentui/react-tree,1,17,0.000000,True
@fluentui/react-utilities,32,3,0.000007,True
@fluentui/react-virtualizer,1,0,0.000000,False
@fluentui/react-window-provider,2,0,0.000000,False
@fluentui/set-version,2,0,0.000000,False
@fluentui/style-utilities,1,0,0.000000,False
@fluentui/theme,1,0,0.000000,False
@fluentui/utilities,2,0,0.000000,False
@formatjs/ecma402-abstract,1,0,0.000000,False
@formatjs/icu-messageformat-parser,1,0,0.000000,False
@formatjs/intl,1,0,0.000000,False
@fortawesome/react-fontawesome,0,0,0.000000,True
@fullcalendar/react,0,0,0.000000,True
@fullstory/babel-plugin-annotate-react,1,0,0.000000,False
@fullstory/babel-plugin-react-native,1,0,0.000000,False
@fullstory/react-native,0,2,0.000000,True
@github/mini-throttle,1,0,0.000000,False
@github/relative-time-element,1,0,0.000000,False
@github/tab-container-element,1,0,0.000000,False
@gluestack-style/react,0,2,0.000000,True
@googlemaps/js-api-loader,2,0,0.000000,False
@googlemaps/react-wrapper,0,1,0.000000,True
@graphiql/react,0,16,0.000000,True
@graphiql/toolkit,1,0,0.000000,False
@griffel/core,2,0,0.000000,False
@griffel/react,30,2,0.000020,True
@hcaptcha/loader,1,0,0.000000,False
@hcaptcha/react-hcaptcha,0,2,0.000000,True
@headlessui/react,0,5,0.000000,True
@heroui/accordion,1,0,0.000000,False
@heroui/alert,1,0,0.000000,False
@heroui/autocomplete,1,0,0.000000,False
@heroui/avatar,1,0,0.000000,False
@heroui/badge,1,0,0.000000,False
@heroui/breadcrumbs,1,0,0.000000,False
@heroui/button,1,0,0.000000,False
@heroui/calendar,1,0,0.000000,False
@heroui/card,1,0,0.000000,False
@heroui/checkbox,1,0,0.000000,False
@heroui/chip,1,0,0.000000,False
@heroui/code,1,0,0.000000,False
@heroui/date-input,1,0,0.000000,False
@heroui/date-picker,1,0,0.000000,False
@heroui/divider,1,0,0.000000,False
@heroui/drawer,1,0,0.000000,False
@heroui/dropdown,1,0,0.000000,False
@heroui/form,1,0,0.000000,False
@heroui/framer-utils,1,0,0.000000,False
@heroui/image,1,0,0.000000,False
@heroui/input,1,0,0.000000,False
@heroui/input-otp,1,0,0.000000,False
@heroui/kbd,1,0,0.000000,False
@heroui/link,1,0,0.000000,False
@heroui/listbox,1,0,0.000000,False
@heroui/menu,1,0,0.000000,False
@heroui/modal,1,0,0.000000,False
@heroui/navbar,1,0,0.000000,False
@heroui/number-input,1,0,0.000000,False
@heroui/pagination,1,0,0.000000,False
@heroui/popover,1,0,0.000000,False
@heroui/progress,1,0,0.000000,False
@heroui/radio,1,0,0.000000,False
@heroui/react,0,50,0.000000,True
@heroui/react-rsc-utils,1,0,0.000000,True
@heroui/react-utils,0,2,0.000000,True
@heroui/ripple,1,0,0.000000,False
@heroui/scroll-shadow,1,0,0.000000,False
@heroui/select,1,0,0.000000,False
@heroui/shared-utils,1,0,0.000000,False
@heroui/skeleton,1,0,0.000000,False
@heroui/slider,1,0,0.000000,False
@heroui/snippet,1,0,0.000000,False
@heroui/spacer,1,0,0.000000,False
@heroui/spinner,1,0,0.000000,False
@heroui/switch,1,0,0.000000,False
@heroui/system,1,0,0.000000,False
@heroui/table,1,0,0.000000,False
@heroui/tabs,1,0,0.000000,False
@heroui/theme,1,0,0.000000,False
@heroui/toast,1,0,0.000000,False
@heroui/tooltip,1,0,0.000000,False
@heroui/user,1,0,0.000000,False
@hey-api/openapi-ts,1,0,0.000000,False
@hot-loader/react-dom,0,3,0.000000,True
@hypnosphi/create-react-context,0,2,0.000000,True
@iarna/toml,1,0,0.000000,False
@ibm/telemetry-js,1,0,0.000000,False
@iconify/react,0,1,0.000000,True
@iconify/types,1,0,0.000000,False
@inertiajs/core,1,0,0.000000,False
@inertiajs/react,0,3,0.000000,True
@internationalized/date,8,0,0.000000,False
@internationalized/message,1,0,0.000000,False
@internationalized/number,4,0,0.000000,False
@internationalized/string,7,0,0.000000,False
@ionic/core,1,0,0.000000,False
@ionic/react,1,3,0.000004,True
@ionic/react-router,0,2,0.000000,True
@isaacs/ttlcache,1,0,0.000000,False
@jest/create-cache-key-function,3,0,0.000000,False
@joshwooding/vite-plugin-react-docgen-typescript,1,0,0.000000,False
@jridgewell/sourcemap-codec,1,0,0.000000,False
@jsonforms/react,0,1,0.000000,True
@juggle/resize-observer,2,0,0.000000,False
@knapsack/app,1,0,0.000000,False
@knapsack/creator-utils,1,0,0.000000,False
@knapsack/file-utils,1,0,0.000000,False
@knapsack/ks-file-utils,1,0,0.000000,False
@knapsack/renderer-react,0,16,0.000000,True
@knapsack/renderer-react-components,1,0,0.000000,False
@knapsack/renderer-webpack-base,1,0,0.000000,False
@knapsack/spec-utils,1,0,0.000000,False
@knapsack/types,1,0,0.000000,False
@knapsack/utils,1,0,0.000000,False
@kubb/react,0,1,0.000000,True
@kubb/react-fabric,1,0,0.000000,False
@launchdarkly/js-client-sdk-common,1,0,0.000000,False
@launchdarkly/react-native-client-sdk,0,3,0.000000,True
@lexical/devtools-core,1,0,0.000000,False
@lexical/dragon,1,0,0.000000,False
@lexical/extension,1,0,0.000000,False
@lexical/hashtag,1,0,0.000000,False
@lexical/history,1,0,0.000000,False
@lexical/link,1,0,0.000000,False
@lexical/list,1,0,0.000000,False
@lexical/mark,1,0,0.000000,False
@lexical/markdown,1,0,0.000000,False
@lexical/overflow,1,0,0.000000,False
@lexical/plain-text,1,0,0.000000,False
@lexical/react,0,19,0.000000,True
@lexical/rich-text,1,0,0.000000,False
@lexical/table,1,0,0.000000,False
@lexical/text,1,0,0.000000,False
@lexical/utils,1,0,0.000000,False
@lexical/yjs,1,0,0.000000,False
@lingui/core,1,0,0.000000,False
@lingui/react,0,2,0.000000,True
@lit-labs/react,2,1,0.000002,True
@lit/react,1,0,0.000000,True
@loadable/component,1,0,0.000000,False
@lottiefiles/dotlottie-react,0,1,0.000000,True
@lottiefiles/dotlottie-web,1,0,0.000000,False
@lottiefiles/react-lottie-player,0,1,0.000000,True
@mapbox/point-geometry,1,0,0.000000,False
@marsidev/react-turnstile,0,0,0.000000,True
@maskito/react,0,0,0.000000,True
@mdi/react,0,1,0.000000,True
@mdx-js/react,0,1,0.000000,True
@mediapipe/tasks-vision,1,0,0.000000,False
@medplum/dosespot-react,0,0,0.000000,True
@medplum/react-hooks,0,0,0.000000,True
@microlink/react-json-view,0,3,0.000000,True
@microsoft/applicationinsights-common,1,0,0.000000,False
@microsoft/applicationinsights-core-js,1,0,0.000000,False
@microsoft/applicationinsights-react-js,0,5,0.000000,True
@microsoft/applicationinsights-shims,1,0,0.000000,False
@microsoft/dynamicproto-js,1,0,0.000000,False
@microsoft/load-themed-styles,1,0,0.000000,False
@mjackson/form-data-parser,1,0,0.000000,False
@mjackson/node-fetch-server,2,0,0.000000,False
@monaco-editor/loader,1,0,0.000000,False
@monaco-editor/react,0,1,0.000000,True
@monogrid/gainmap-js,1,0,0.000000,False
@mux/mux-player,1,0,0.000000,False
@mux/mux-player-react,1,3,0.000000,True
@mux/playback-core,1,0,0.000000,False
@neoconfetti/react,0,0,0.000000,True
@nevware21/ts-utils,1,0,0.000000,False
@next/env,1,0,0.000000,False
@notifee/react-native,0,0,0.000000,True
@npmcli/package-json,1,0,0.000000,False
@nx/devkit,1,0,0.000000,False
@nx/eslint,1,0,0.000000,False
@nx/js,1,0,0.000000,False
@nx/module-federation,1,0,0.000000,False
@nx/react,0,15,0.000000,True
@nx/rollup,1,0,0.000000,False
@nx/web,1,0,0.000000,False
@oddbird/popover-polyfill,1,0,0.000000,False
@okta/okta-react,0,2,0.000000,True
@openfeature/react-sdk,0,0,0.000000,True
@pandacss/is-valid-prop,1,0,0.000000,False
@patternfly/react-icons,0,0,0.000000,True
@paypal/paypal-js,1,0,0.000000,False
@paypal/react-paypal-js,0,2,0.000000,True
@paypal/sdk-constants,1,0,0.000000,False
@phenomnomnominal/tsquery,1,0,0.000000,False
@phosphor-icons/react,0,0,0.000000,True
@pivanov/utils,1,0,0.000000,False
@pmmmwh/react-refresh-webpack-plugin,2,6,0.000000,True
@popperjs/core,4,0,0.000000,False
@portabletext/react,0,2,0.000000,True
@portabletext/toolkit,1,0,0.000000,False
@portabletext/types,1,0,0.000000,False
@preact/signals,1,0,0.000000,False
@preact/signals-core,1,0,0.000000,False
@preact/signals-react,0,2,0.000000,True
@primer/behaviors,1,0,0.000000,False
@primer/live-region-element,1,0,0.000000,False
@primer/octicons-react,1,0,0.000000,False
@primer/primitives,1,0,0.000000,False
@primer/react,0,19,0.000000,True
@procore/cdn-translations,1,0,0.000000,False
@procore/core-i18n-js,1,0,0.000000,False
@procore/core-icons,1,0,0.000000,False
@procore/core-react,0,36,0.000000,True
@radix-ui/primitive,1,0,0.000000,False
@radix-ui/react-compose-refs,1,0,0.000000,False
@radix-ui/react-context,1,0,0.000000,False
@radix-ui/react-dialog,2,0,0.000000,False
@radix-ui/react-direction,1,0,0.000000,False
@radix-ui/react-dropdown-menu,2,0,0.000000,False
@radix-ui/react-icons,0,0,0.000000,True
@radix-ui/react-popover,1,0,0.000000,False
@radix-ui/react-primitive,2,0,0.000000,False
@radix-ui/react-slider,1,0,0.000000,False
@radix-ui/react-slot,2,0,0.000000,False
@radix-ui/react-tooltip,1,0,0.000000,False
@radix-ui/react-use-callback-ref,2,0,0.000000,False
