package,risk_score,in_degree,out_degree,betweenness,is_topN
es-module-lexer,0.008065,1,0,0.000000,True
strnum,0.008065,1,0,0.000000,True
minipass-collect,0.008065,1,0,0.000000,False
@babel/plugin-transform-unicode-property-regex,0.008065,1,0,0.000000,False
mimic-function,0.008065,1,0,0.000000,False
deepmerge,0.008065,1,0,0.000000,True
sisteransi,0.008065,1,0,0.000000,True
xmlbuilder,0.008065,1,0,0.000000,True
yallist,0.008065,1,0,0.000000,True
deep-is,0.008065,1,0,0.000000,True
@babel/plugin-transform-explicit-resource-management,0.008065,1,0,0.000000,False
leven,0.008065,1,0,0.000000,True
cjs-module-lexer,0.008065,1,0,0.000000,True
p-map,0.008065,1,0,0.000000,True
@types/eslint-scope,0.008065,1,0,0.000000,False
fraction.js,0.008065,1,0,0.000000,False
undici-types,0.008065,1,0,0.000000,True
unicode-canonical-property-names-ecmascript,0.008065,1,0,0.000000,True
rfdc,0.008065,1,0,0.000000,True
balanced-match,0.008065,1,0,0.000000,True
async-function,0.008065,1,0,0.000000,True
json-parse-even-better-errors,0.008065,1,0,0.000000,True
yocto-queue,0.008065,1,0,0.000000,True
@protobufjs/path,0.008065,1,0,0.000000,False
@humanwhocodes/object-schema,0.008065,1,0,0.000000,True
@opentelemetry/api,0.008065,1,0,0.000000,True
lodash.isstring,0.008065,1,0,0.000000,False
@jest/snapshot-utils,0.008065,1,0,0.000000,False
@sec-ant/readable-stream,0.008065,1,0,0.000000,False
queue-microtask,0.008065,1,0,0.000000,True
@protobufjs/eventemitter,0.008065,1,0,0.000000,False
@inquirer/type,0.008065,1,0,0.000000,False
util-deprecate,0.008065,1,0,0.000000,True
normalize-path,0.008065,1,0,0.000000,True
@protobufjs/utf8,0.008065,1,0,0.000000,False
regjsgen,0.008065,1,0,0.000000,False
@tsconfig/node10,0.008065,1,0,0.000000,True
run-async,0.008065,1,0,0.000000,True
@babel/helper-string-parser,0.008065,1,0,0.000000,True
@types/qs,0.008065,1,0,0.000000,True
normalize-range,0.008065,1,0,0.000000,False
cookie,0.008065,1,0,0.000000,True
environment,0.008065,1,0,0.000000,False
loader-runner,0.008065,1,0,0.000000,True
get-caller-file,0.008065,1,0,0.000000,True
@babel/plugin-transform-object-rest-spread,0.008065,1,0,0.000000,False
@eslint/config-array,0.008065,1,0,0.000000,False
jest-pnp-resolver,0.008065,1,0,0.000000,True
cacheable-request,0.008065,1,0,0.000000,False
require-from-string,0.008065,1,0,0.000000,True
reusify,0.008065,1,0,0.000000,True
defaults,0.008065,1,0,0.000000,True
diff,0.008065,1,0,0.000000,True
form-data-encoder,0.008065,1,0,0.000000,False
@rtsao/scc,0.008065,1,0,0.000000,False
synckit,0.008065,1,0,0.000000,False
@babel/plugin-bugfix-safari-class-field-initializer-scope,0.008065,1,0,0.000000,False
@types/range-parser,0.008065,1,0,0.000000,True
@inquirer/prompts,0.008065,1,0,0.000000,False
pirates,0.008065,1,0,0.000000,True
@babel/plugin-bugfix-firefox-class-in-computed-class-key,0.008065,1,0,0.000000,False
proxy-from-env,0.008065,1,0,0.000000,True
array.prototype.tosorted,0.008065,1,0,0.000000,False
@tsconfig/node14,0.008065,1,0,0.000000,True
json-stable-stringify-without-jsonify,0.008065,1,0,0.000000,True
fetch-blob,0.008065,1,0,0.000000,False
@protobufjs/codegen,0.008065,1,0,0.000000,False
lz-string,0.008065,1,0,0.000000,False
strip-ansi-cjs,0.008065,1,0,0.000000,False
neo-async,0.008065,1,0,0.000000,True
cacheable,0.008065,1,0,0.000000,False
spdx-exceptions,0.008065,1,0,0.000000,True
cookie-signature,0.008065,1,0,0.000000,True
fast-uri,0.008065,1,0,0.000000,True
is-data-descriptor,0.008065,1,0,0.000000,False
data-uri-to-buffer,0.008065,1,0,0.000000,True
object-assign,0.008065,1,0,0.000000,True
@babel/plugin-transform-unicode-sets-regex,0.008065,1,0,0.000000,False
@npmcli/agent,0.008065,1,0,0.000000,False
ieee754,0.008065,1,0,0.000000,True
graphemer,0.008065,1,0,0.000000,True
fastest-levenshtein,0.008065,1,0,0.000000,False
@octokit/openapi-types,0.008065,1,0,0.000000,False
@szmarczak/http-timer,0.008065,1,0,0.000000,False
@ungap/structured-clone,0.008065,1,0,0.000000,True
setprototypeof,0.008065,1,0,0.000000,True
pend,0.008065,1,0,0.000000,False
minipass-fetch,0.008065,1,0,0.000000,False
@jridgewell/remapping,0.008065,1,0,0.000000,False
array.prototype.findlast,0.008065,1,0,0.000000,False
human-signals,0.008065,1,0,0.000000,True
is-potential-custom-element-name,0.008065,1,0,0.000000,True
loupe,0.008065,1,0,0.000000,True
formdata-polyfill,0.008065,1,0,0.000000,False
cssesc,0.008065,1,0,0.000000,True
abbrev,0.008065,1,0,0.000000,True
lodash.includes,0.008065,1,0,0.000000,False
merge-stream,0.008065,1,0,0.000000,True
@aws/lambda-invoke-store,0.008065,1,0,0.000000,False
colorette,0.008065,1,0,0.000000,True
proc-log,0.008065,1,0,0.000000,True
@sinclair/typebox,0.008065,1,0,0.000000,True
@protobufjs/float,0.008065,1,0,0.000000,True
pretty-ms,0.008065,1,0,0.000000,False
globals,0.008065,1,0,0.000000,True
buffer-crc32,0.008065,1,0,0.000000,True
@babel/plugin-transform-regexp-modifiers,0.008065,1,0,0.000000,False
mdn-data,0.008065,1,0,0.000000,True
lodash.debounce,0.008065,1,0,0.000000,True
@webassemblyjs/floating-point-hex-parser,0.008065,1,0,0.000000,True
postcss-value-parser,0.008065,1,0,0.000000,True
@isaacs/brace-expansion,0.008065,1,0,0.000000,False
@babel/plugin-syntax-bigint,0.008065,1,0,0.000000,False
@babel/plugin-transform-dynamic-import,0.008065,1,0,0.000000,False
pure-rand,0.008065,1,0,0.000000,True
string-width-cjs,0.008065,1,0,0.000000,False
@babel/plugin-transform-optional-catch-binding,0.008065,1,0,0.000000,False
ansi-regex,0.008065,1,0,0.000000,True
tmpl,0.008065,1,0,0.000000,True
type-detect,0.008065,1,0,0.000000,True
extend,0.008065,1,0,0.000000,True
word-wrap,0.008065,1,0,0.000000,True
readdirp,0.008065,1,0,0.000000,True
@babel/plugin-transform-json-strings,0.008065,1,0,0.000000,False
b4a,0.008065,1,0,0.000000,False
decimal.js,0.008065,1,0,0.000000,True
promise-retry,0.008065,1,0,0.000000,False
mimic-response,0.008065,1,0,0.000000,True
p-cancelable,0.008065,1,0,0.000000,True
make-dir,0.008065,1,0,0.000000,True
ee-first,0.008065,1,0,0.000000,True
isexe,0.008065,1,0,0.000000,True
process,0.008065,1,0,0.000000,True
wsl-utils,0.008065,1,0,0.000000,False
env-paths,0.008065,1,0,0.000000,True
@babel/plugin-transform-private-property-in-object,0.008065,1,0,0.000000,False
minimist,0.008065,1,0,0.000000,True
acorn-jsx,0.008065,1,0,0.000000,True
path-parse,0.008065,1,0,0.000000,True
@tsconfig/node12,0.008065,1,0,0.000000,True
@babel/plugin-transform-duplicate-named-capturing-groups-regex,0.008065,1,0,0.000000,False
merge2,0.008065,1,0,0.000000,True
shebang-regex,0.008065,1,0,0.000000,True
lodash.isinteger,0.008065,1,0,0.000000,False
@types/yargs-parser,0.008065,1,0,0.000000,True
get-package-type,0.008065,1,0,0.000000,True
asynckit,0.008065,1,0,0.000000,True
@jridgewell/resolve-uri,0.008065,1,0,0.000000,True
@types/stack-utils,0.008065,1,0,0.000000,True
csstype,0.008065,1,0,0.000000,True
resolve-pkg-maps,0.008065,1,0,0.000000,False
base64-js,0.008065,1,0,0.000000,True
serialize-javascript,0.008065,1,0,0.000000,True
aria-query,0.008065,1,0,0.000000,True
scheduler,0.008065,1,0,0.000000,True
chrome-trace-event,0.008065,1,0,0.000000,True
arg,0.008065,1,0,0.000000,True
router,0.008065,1,0,0.000000,False
strip-indent,0.008065,1,0,0.000000,True
@types/http-errors,0.008065,1,0,0.000000,True
@protobufjs/aspromise,0.008065,1,0,0.000000,False
electron-to-chromium,0.008065,1,0,0.000000,True
tagged-tag,0.008065,1,0,0.000000,False
unicode-property-aliases-ecmascript,0.008065,1,0,0.000000,True
tldts,0.008065,1,0,0.000000,False
typedarray,0.008065,1,0,0.000000,False
esprima,0.008065,1,0,0.000000,True
dom-accessibility-api,0.008065,1,0,0.000000,True
create-require,0.008065,1,0,0.000000,True
unpipe,0.008065,1,0,0.000000,True
is-map,0.008065,1,0,0.000000,True
@eslint/js,0.008065,1,0,0.000000,True
is-weakmap,0.008065,1,0,0.000000,True
toidentifier,0.008065,1,0,0.000000,True
index-to-position,0.008065,1,0,0.000000,False
@types/readable-stream,0.008065,1,0,0.000000,False
hookified,0.008065,1,0,0.000000,False
baseline-browser-mapping,0.008065,1,0,0.000000,False
define-lazy-prop,0.008065,1,0,0.000000,True
stdin-discarder,0.008065,1,0,0.000000,False
@humanwhocodes/module-importer,0.008065,1,0,0.000000,True
unicode-match-property-value-ecmascript,0.008065,1,0,0.000000,True
@babel/plugin-bugfix-v8-static-class-fields-redefine-readonly,0.008065,1,0,0.000000,False
co,0.008065,1,0,0.000000,True
cacheable-lookup,0.008065,1,0,0.000000,False
is-negative-zero,0.008065,1,0,0.000000,True
delayed-stream,0.008065,1,0,0.000000,True
node-int64,0.008065,1,0,0.000000,True
common-path-prefix,0.008065,1,0,0.000000,False
dedent,0.008065,1,0,0.000000,True
@asamuzakjp/dom-selector,0.008065,1,0,0.000000,False
depd,0.008065,1,0,0.000000,True
yargs-parser,0.008065,1,0,0.000000,True
ip-address,0.008065,1,0,0.000000,True
@inquirer/core,0.008065,1,0,0.000000,False
mute-stream,0.008065,1,0,0.000000,True
uint8array-extras,0.008065,1,0,0.000000,False
binary-extensions,0.008065,1,0,0.000000,True
@protobufjs/inquire,0.008065,1,0,0.000000,False
@jest/diff-sequences,0.008065,1,0,0.000000,False
follow-redirects,0.008065,1,0,0.000000,True
@sindresorhus/is,0.008065,1,0,0.000000,True
@babel/plugin-transform-class-properties,0.008065,1,0,0.000000,False
token-types,0.008065,1,0,0.000000,False
is-generator-fn,0.008065,1,0,0.000000,True
is-number,0.008065,1,0,0.000000,True
make-error,0.008065,1,0,0.000000,True
safer-buffer,0.008065,1,0,0.000000,True
gensync,0.008065,1,0,0.000000,True
wrap-ansi-cjs,0.008065,1,0,0.000000,False
mime,0.008065,1,0,0.000000,True
detect-newline,0.008065,1,0,0.000000,True
querystringify,0.008065,1,0,0.000000,True
flatted,0.008065,1,0,0.000000,True
supports-preserve-symlinks-flag,0.008065,1,0,0.000000,True
@protobufjs/pool,0.008065,1,0,0.000000,False
@keyv/serialize,0.008065,1,0,0.000000,False
@types/aria-query,0.008065,1,0,0.000000,False
smart-buffer,0.008065,1,0,0.000000,True
is-plain-object,0.008065,1,0,0.000000,True
is-interactive,0.008065,1,0,0.000000,True
@tokenizer/inflate,0.008065,1,0,0.000000,False
node-releases,0.008065,1,0,0.000000,True
@types/jest,0.005714,0,2,0.000000,True
@opentelemetry/resources,0.005714,0,2,0.000000,True
url-parse,0.005714,0,2,0.000000,True
postcss-selector-parser,0.005714,0,2,0.000000,True
tar-fs,0.005714,0,2,0.000000,True
extend-shallow,0.005714,0,2,0.000000,True
@types/eslint,0.005714,0,2,0.000000,True
inflight,0.005714,0,2,0.000000,True
redent,0.005714,0,2,0.000000,True
yauzl,0.005714,0,2,0.000000,True
@floating-ui/dom,0.005714,0,2,0.000000,True
rimraf,0.005714,0,2,0.000000,True
color,0.005714,0,2,0.000000,True
xml2js,0.005714,0,2,0.000000,True
define-property,0.005714,0,2,0.000000,True
@ampproject/remapping,0.005714,0,2,0.000000,True
aggregate-error,0.005714,0,2,0.000000,True
prompts,0.005714,0,2,0.000000,True
find-cache-dir,0.005714,0,2,0.000000,True
@types/react,0.002857,0,1,0.000000,True
react-dom,0.002857,0,1,0.000000,True
@types/graceful-fs,0.002857,0,1,0.000000,True
@types/parse-json,0.002857,0,1,0.000000,True
uri-js,0.002857,0,1,0.000000,True
wcwidth,0.002857,0,1,0.000000,True
dir-glob,0.002857,0,1,0.000000,True
magic-string,0.002857,0,1,0.000000,True
chokidar,0.002857,0,1,0.000000,True
@types/json5,0.002857,0,1,0.000000,True
error-ex,0.002857,0,1,0.000000,True
ast-types,0.002857,0,1,0.000000,True
randombytes,0.002857,0,1,0.000000,True
is-binary-path,0.002857,0,1,0.000000,True
tunnel-agent,0.002857,0,1,0.000000,True
psl,0.002857,0,1,0.000000,True
nopt,0.002857,0,1,0.000000,True
@octokit/types,0.002857,0,1,0.000000,True
through2,0.002857,0,1,0.000000,True
simple-swizzle,0.002857,0,1,0.000000,True
fast-xml-parser,0.002857,0,1,0.000000,True
dot-prop,0.002857,0,1,0.000000,True
@types/uuid,0.002857,0,1,0.000000,True
brace-expansion,0.002857,0,1,0.000000,True
get-tsconfig,0.002857,0,1,0.000000,True
@radix-ui/react-primitive,0.002857,0,1,0.000000,True
@swc/helpers,0.002857,0,1,0.000000,True
@types/ws,0.002857,0,1,0.000000,True
@types/mime,0.002857,0,1,0.000000,True
is-wsl,0.002857,0,1,0.000000,True
lodash,0.000000,0,0,0.000000,True
performance-now,0.000000,0,0,0.000000,True
concat-map,0.000000,0,0,0.000000,True
is-obj,0.000000,0,0,0.000000,True
chai,0.000000,0,0,0.000000,True
core-js,0.000000,0,0,0.000000,True
detect-libc,0.000000,0,0,0.000000,True
dayjs,0.000000,0,0,0.000000,True
require-directory,0.000000,0,0,0.000000,True
ini,0.000000,0,0,0.000000,True
eastasianwidth,0.000000,0,0,0.000000,True
arrify,0.000000,0,0,0.000000,True
destroy,0.000000,0,0,0.000000,True
@rollup/rollup-linux-x64-gnu,0.000000,0,0,0.000000,True
@img/sharp-linuxmusl-x64,0.000000,0,0,0.000000,True
mkdirp,0.000000,0,0,0.000000,True
@types/semver,0.000000,0,0,0.000000,True
kind-of,0.000000,0,0,0.000000,True
no-case,0.000000,0,0,0.000000,True
@unrs/resolver-binding-linux-x64-musl,0.000000,0,0,0.000000,True
astral-regex,0.000000,0,0,0.000000,True
undici,0.000000,0,0,0.000000,True
xtend,0.000000,0,0,0.000000,True
mimic-fn,0.000000,0,0,0.000000,True
loader-utils,0.000000,0,0,0.000000,True
big.js,0.000000,0,0,0.000000,True
tmp,0.000000,0,0,0.000000,True
progress,0.000000,0,0,0.000000,True
exit,0.000000,0,0,0.000000,True
lightningcss-linux-x64-musl,0.000000,0,0,0.000000,True
nwsapi,0.000000,0,0,0.000000,True
dequal,0.000000,0,0,0.000000,True
chardet,0.000000,0,0,0.000000,True
sprintf-js,0.000000,0,0,0.000000,True
is-path-inside,0.000000,0,0,0.000000,True
node-addon-api,0.000000,0,0,0.000000,True
commondir,0.000000,0,0,0.000000,True
map-obj,0.000000,0,0,0.000000,True
regenerator-runtime,0.000000,0,0,0.000000,True
zod,0.000000,0,0,0.000000,True
json-buffer,0.000000,0,0,0.000000,True
pathval,0.000000,0,0,0.000000,True
@esbuild/linux-x64,0.000000,0,0,0.000000,True
node-forge,0.000000,0,0,0.000000,True
object-hash,0.000000,0,0,0.000000,True
json-schema,0.000000,0,0,0.000000,True
core-util-is,0.000000,0,0,0.000000,True
has-flag,0.000000,0,0,0.000000,True
shell-quote,0.000000,0,0,0.000000,True
@types/prop-types,0.000000,0,0,0.000000,True
jsbn,0.000000,0,0,0.000000,True
on-headers,0.000000,0,0,0.000000,True
array-union,0.000000,0,0,0.000000,True
he,0.000000,0,0,0.000000,True
moment,0.000000,0,0,0.000000,True
yaml,0.000000,0,0,0.000000,True
tweetnacl,0.000000,0,0,0.000000,True
bn.js,0.000000,0,0,0.000000,True
normalize-url,0.000000,0,0,0.000000,True
clone,0.000000,0,0,0.000000,True
split2,0.000000,0,0,0.000000,True
meow,0.000000,0,0,0.000000,True
@pkgjs/parseargs,0.000000,0,0,0.000000,True
through,0.000000,0,0,0.000000,True
jiti,0.000000,0,0,0.000000,True
async,0.000000,0,0,0.000000,True
dotenv,0.000000,0,0,0.000000,True
is-typedarray,0.000000,0,0,0.000000,True
fs.realpath,0.000000,0,0,0.000000,True
@types/unist,0.000000,0,0,0.000000,True
eslint-config-prettier,0.000000,0,0,0.000000,True
path-is-absolute,0.000000,0,0,0.000000,True
quick-lru,0.000000,0,0,0.000000,True
text-table,0.000000,0,0,0.000000,True
bluebird,0.000000,0,0,0.000000,True
methods,0.000000,0,0,0.000000,True
utils-merge,0.000000,0,0,0.000000,True
extsprintf,0.000000,0,0,0.000000,True
emoji-regex,0.000000,0,0,0.000000,True
is-buffer,0.000000,0,0,0.000000,True
lines-and-columns,0.000000,0,0,0.000000,True
lodash.memoize,0.000000,0,0,0.000000,True
jest-get-type,0.000000,0,0,0.000000,True
os-tmpdir,0.000000,0,0,0.000000,True
decamelize,0.000000,0,0,0.000000,True
char-regex,0.000000,0,0,0.000000,True
path-exists,0.000000,0,0,0.000000,True
@colors/colors,0.000000,0,0,0.000000,True
cssom,0.000000,0,0,0.000000,True
date-fns,0.000000,0,0,0.000000,True
min-indent,0.000000,0,0,0.000000,True
deep-extend,0.000000,0,0,0.000000,True
asap,0.000000,0,0,0.000000,True
lower-case,0.000000,0,0,0.000000,True
tailwindcss,0.000000,0,0,0.000000,True
is-docker,0.000000,0,0,0.000000,True
immutable,0.000000,0,0,0.000000,True
lilconfig,0.000000,0,0,0.000000,True
react,0.000000,0,0,0.000000,True
uglify-js,0.000000,0,0,0.000000,True
cli-width,0.000000,0,0,0.000000,True
pnpm,0.000000,0,0,0.000000,True
process-nextick-args,0.000000,0,0,0.000000,True
@types/react-dom,0.000000,0,0,0.000000,True
retry,0.000000,0,0,0.000000,True
diff-sequences,0.000000,0,0,0.000000,True
prettier,0.000000,0,0,0.000000,True
jsonc-parser,0.000000,0,0,0.000000,True
@tootallnate/once,0.000000,0,0,0.000000,True
@tailwindcss/oxide-linux-x64-musl,0.000000,0,0,0.000000,True
pify,0.000000,0,0,0.000000,True
pako,0.000000,0,0,0.000000,True
@rollup/rollup-linux-x64-musl,0.000000,0,0,0.000000,True
assert-plus,0.000000,0,0,0.000000,True
abab,0.000000,0,0,0.000000,True
require-main-filename,0.000000,0,0,0.000000,True
ansi-colors,0.000000,0,0,0.000000,True
path-to-regexp,0.000000,0,0,0.000000,True
set-blocking,0.000000,0,0,0.000000,True
typescript,0.000000,0,0,0.000000,True
@dataform/core,0.000000,0,0,0.000000,True
p-try,0.000000,0,0,0.000000,True
array-flatten,0.000000,0,0,0.000000,True
json-stringify-safe,0.000000,0,0,0.000000,True
deep-eql,0.000000,0,0,0.000000,True
resolve.exports,0.000000,0,0,0.000000,True
clsx,0.000000,0,0,0.000000,True
@types/lodash,0.000000,0,0,0.000000,True
wordwrap,0.000000,0,0,0.000000,True
@jridgewell/set-array,0.000000,0,0,0.000000,True
pathe,0.000000,0,0,0.000000,True
